Participant information: First name,Participant information: Last name,Participant information: Gender,Participant information: Student cell phone,Participant information: Residence hall,Participant information: Room number,Contact information: Student’s phone number,Parent/guardian information: First name,Parent/guardian information: Last name,Parent/guardian information: Primary phone,Parent/guardian information: Relationship,Parent/guardian information: Parent/guardian primary language,Parent/guardian 2 information: First name,Parent/guardian 2 information: Last name,Parent/guardian 2 information: Relationship,Parent/guardian 2 information: Parent/guardian cell phone,Parent/guardian 2 information: Parent/guardian primary language,Photo upload and roommate request: Pacific id: Your pacific id,Program,Schedule,Tuition,Participant ID,Participant external ID
John466,johnson467,Female,2095701818,Eiselen House 1,EIS-0115A,,,,,,,,,,,,,Eiselen House 1,Session 1,Housing,698ba8c96a1dc335f458bc85,510007885
John467,johnson468,Female,2098287318,Grace Covell Hall 1,GCH-0102B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69796b268232ddd24a146c49,510007881
John468,johnson469,Male,2093616586,John Ballantyne Hall 3,JOB-0307A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,69895a862141b524a0e672ca,510007880
John469,johnson470,Male,5103961441,Wemyss Hall 3,WEM-0302A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,663c5d96212fb0ef6a7d5686,510007878
John470,johnson471,Male,2092716848,Farley House 2,FAR-0202A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,69881c4f162b57be9d470a6a,510007877
John471,johnson472,Female,2094714698,Eiselen House 3,EIS-0314A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,67fdd09f751dc5074f0bc7ae,510007876
John472,johnson473,Female,2795990059,Grace Covell Hall 2,GCH-0214B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69879148162b57be9d46ffc0,510007874
John473,johnson474,Female,2099867599,Grace Covell Hall 2,GCH-0271B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69863201e94964cabe9ebfac,510007872
John474,johnson475,Male,2797997442,Grace Covell Hall 3,GCH-0303A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69861d07e80f53ff27cc9e40,510007871
John475,johnson476,Female,2096495335,Ritter House 3,RIT-0308C,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,65aa06724603f3c76e894faa,510007868
John476,johnson477,Male,2099053091,Farley House 3,FAR-0314B,,,,,,,,,,,,,Farley House 3,Session 1,Housing,65c00c6b1559f781ff8d6fe3,510007864
John477,johnson478,Male,2093053117,Wemyss Hall 3,WEM-0308C,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69854d17d06959617c30fc72,510007862
John478,johnson479,Female,2094799967,Grace Covell Hall 1,GCH-0186A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,6985435cd06959617c30fb2a,510007860
John479,johnson480,Male,2094239583,John Ballantyne Hall 2,JOB-0203A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,675d35901575aa9670469497,510007859
John480,johnson481,Male,2096508902,Wemyss Hall 2,WEM-0214A,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,6984b022b15a308ca7208616,510007858
John481,johnson482,Female,3502283590,Grace Covell Hall 2,GCH-0221A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698423ecd06959617c30c813,510007857
John482,johnson483,Male,9254096635,Grace Covell Hall 3,GCH-0310B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,698372dc71423b5ccee7b3c5,510007854
John483,johnson484,Male,2097923394,John Ballantyne Hall 3,JOB-0309B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,6982e4901d242fb4736c4d61,510007853
John484,johnson485,Female,9255579349,Grace Covell Hall 2,GCH-0234B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6982dfa31d242fb4736c4d21,510007852
John485,johnson486,Male,2093613384,John Ballantyne Hall 3,JOB-0315B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,6733d34b4675651ac7a0845c,510007851
John486,johnson487,Male,5107541998,Grace Covell Hall 3,GCH-0358A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,6982c7091d242fb4736c4b1e,510007850
John487,johnson488,Female,2099901633,Eiselen House 3,EIS-0313A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,6982aefde47eee91b8bffeb6,510007849
John488,johnson489,Male,2096376990,John Ballantyne Hall 2,JOB-0221A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,698192c4b87eea59915e9abc,510007847
John489,johnson490,Male,2093618605,John Ballantyne Hall 3,JOB-0307B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,695c7653556e626501f7e32b,510007846
John490,johnson491,Male,2096354895,Wemyss Hall 2,WEM-0212B,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,69819506e658e6d7e907159c,510007841
John491,johnson492,Female,2095974178,Grace Covell Hall 2,GCH-0270A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6981739ae658e6d7e90711e3,510007838
John492,johnson493,Male,2099369446,John Ballantyne Hall 1,JOB-0113A,,,,,,,,,,,,,John Ballantyne Hall 1,Session 1,Housing,65c1b480da4df68069fbf388,510007837
John493,johnson494,Male,2093197934,Wemyss Hall 2,WEM-0202A,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,6980d00cb87eea59915e622e,510007830
John494,johnson495,Male,4083944222,Farley House 2,FAR-0208A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,663d3c35974cc681b4aa59c9,510007829
John495,johnson496,Male,2096990921,Grace Covell Hall 3,GCH-0382B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69802fa6ca3bc89cdeb2679a,510007825
John496,johnson497,Female,2094000796,Grace Covell Hall 2,GCH-0288A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6977c859ab66db0e07dd3178,510007824
John497,johnson498,Male,9257198340,John Ballantyne Hall 2,JOB-0206B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,663fe46af620416f777995c2,510007823
John498,johnson499,Female,5105143234,Ritter House 2,RIT-0212B,,,,,,,,,,,,,Ritter House 2,Session 1,Housing,698025dc4e0dee79c4777628,510007821
John499,johnson500,Female,2096960236,Casa Jackson 2,CJK-0202B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,698025c7ca3bc89cdeb2664d,510007820
John500,johnson501,Male,2096960430,Farley House 3,FAR-0312B,,,,,,,,,,,,,Farley House 3,Session 1,Housing,660f3e6880755013c1dac609,510007819
John501,johnson502,Male,4436318963,Grace Covell Hall 3,GCH-0339A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69800ce0ca3bc89cdeb261fd,510007818
John502,johnson503,Female,8038573831,Eiselen House 2,EIS-0205B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,69800a574e0dee79c47771c7,510007817
John503,johnson504,Female,2094874240,Grace Covell Hall 2,GCH-0212A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698001bc4e0dee79c4777079,510007816
John504,johnson505,Male,2096739332,Wemyss Hall 3,WEM-0302B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,697fb267363c633f88862a74,510007813
John505,johnson506,Male,5102798697,John Ballantyne Hall 3,JOB-0309C,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,697ee557be57d1a9d497b990,510007811
John506,johnson507,Female,4085802214,Eiselen House 3,EIS-0304B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697ee045f5158e6e588785f4,510007810
John507,johnson508,Male,2096439775,Grace Covell Hall 3,GCH-0362B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,675e660ecf1d86145ef06635,510007809
John508,johnson509,Male,2096395879,John Ballantyne Hall 3,JOB-0306A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,697edea1f5158e6e588784c0,510007808
John509,johnson510,Female,2097173256,Ritter House 3,RIT-0304B,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,697ec842f5158e6e5887747a,510007807
John510,johnson511,Male,2097099149,John Ballantyne Hall 3,JOB-0306B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,674fa52e234befedf63385a5,510007802
John511,johnson512,Female,5105044965,Grace Covell Hall 2,GCH-0281B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697e68eb4b2872b23ca8c5d6,510007799
John512,johnson513,Male,2094806816,John Ballantyne Hall 3,JOB-0303B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,663c6297e51022e0565a050c,510007798
John513,johnson514,Male,4084172047,John Ballantyne Hall 3,JOB-0304A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,697e4efcf5158e6e588768ca,510007797
John514,johnson515,Male,2096761492,John Ballantyne Hall 3,JOB-0305A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,697e4e304b2872b23ca8c3f5,510007796
John515,johnson516,Male,2097390746,John Ballantyne Hall 3,JOB-0304B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,65f33d69a102c87c07a68a6c,510007795
John516,johnson517,Male,9515286263,Wemyss Hall 3,WEM-0308B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,697e2b93f5158e6e58876225,510007793
John517,johnson518,Male,2094317841,Grace Covell Hall 3,GCH-0388A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697e2acdf5158e6e58876207,510007792
John518,johnson519,Male,6693086476,Price House 3,PRH-0315A,,,,,,,,,,,,,Price House 3,Session 1,Housing,697db021be57d1a9d4979e30,510007790
John519,johnson520,Female,2095079967,Eiselen House 3,EIS-0312A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697dafd8be57d1a9d4979e15,510007789
John520,johnson521,Female,2096087069,Eiselen House 3,EIS-0305A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697d91aebe57d1a9d4979c47,510007787
John521,johnson522,Male,2096844853,John Ballantyne Hall 2,JOB-0204A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,660ca4d0b67f9157d0dd47f5,510007786
John522,johnson523,Female,2099150894,Casa Jackson 2,CJK-0214B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,67860907820eb2d8c1180073,510007785
John523,johnson524,Female,2093219054,Grace Covell Hall 1,GCH-0121B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,663d97ced234533591e0c926,510007784
John524,johnson525,Female,4086301533,Jessie Ballantyne Hall 3,JEB-0309B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,697d7c25be57d1a9d49799a8,510007780
John525,johnson526,Female,2092518559,Casa Werner 2,CWA-0208B,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,67807d634b279d059e367bae,510007777
John526,johnson527,Male,3142651651,Grace Covell Hall 3,GCH-0334B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697d6843be57d1a9d49795d6,510007775
John527,johnson528,Male,2098554737,John Ballantyne Hall 2,JOB-0225A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697d51f85c3e3c73323e112d,510007772
John528,johnson529,Male,2096378600,John Ballantyne Hall 3,JOB-0303A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,697c2a9a1b410fdd9af56861,510007767
John529,johnson530,Female,2096283269,Grace Covell Hall 2,GCH-0217A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697d2e651b410fdd9af58c71,510007765
John530,johnson531,Male,2097520947,Grace Covell Hall 3,GCH-0372A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697d202a1b410fdd9af58963,510007764
John531,johnson532,Female,2092787871,Grace Covell Hall 1,GCH-0199B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,697d0947a92865f97e4bd3a3,510007762
John532,johnson533,Female,2096706396,Eiselen House 3,EIS-0303A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,661099a1f5683aec890aa26f,510007759
John533,johnson534,Female,2096733489,Grace Covell Hall 2,GCH-0226B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6780b1c64b279d059e368734,510007758
John534,johnson535,Female,2096509074,Eiselen House 2,EIS-0216B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697cf8b95c3e3c73323e0366,510007757
John535,johnson536,Male,2093284336,Farley House 1,FAR-0113A,,,,,,,,,,,,,Farley House 1,Session 1,Housing,6610bf8a7712f21a2b594d4b,510007754
John536,johnson537,Female,9258889963,Grace Covell Hall 2,GCH-0296B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697cf5991b410fdd9af58186,510007753
John537,johnson538,Male,9254096081,Grace Covell Hall 3,GCH-0302B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697cefcba92865f97e4bcd14,510007752
John538,johnson539,Male,2092789333,John Ballantyne Hall 3,JOB-0302A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,663c65fde51022e0565a0589,510007751
John539,johnson540,Female,3502182747,Eiselen House 3,EIS-0304A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697cc3871b410fdd9af5771c,510007744
John540,johnson541,Female,2096706396,Eiselen House 3,EIS-0303B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,6811062f5430349b445f18dd,510007743
John541,johnson542,Male,6692160229,John Ballantyne Hall 2,JOB-0219B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c559f1b410fdd9af57138,510007740
John542,johnson543,Male,5104990775,John Ballantyne Hall 2,JOB-0215C,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,663fc2540174a0bdcc315154,510007735
John543,johnson544,Female,4089158105,Eiselen House 3,EIS-0302B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697c4b5ca92865f97e4bbd74,510007728
John544,johnson545,Female,6317426543,Ritter House 3,RIT-0302B,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,697c4826a92865f97e4bbce2,510007721
John545,johnson546,Female,9259056464,Grace Covell Hall 2,GCH-0216B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c461a1b410fdd9af56f26,510007717
John546,johnson547,Female,5103961441,Grace Covell Hall 1,GCH-0124B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,663c5b5e212fb0ef6a7d55ed,510007716
John547,johnson548,Female,6504815197,Eiselen House 2,EIS-0215B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c460a1b410fdd9af56f0e,510007715
John548,johnson549,Female,2093020247,Grace Covell Hall 2,GCH-0216A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c4507a92865f97e4bbc3a,510007713
John549,johnson550,Male,3413481682,John Ballantyne Hall 3,JOB-0319A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,697c44611b410fdd9af56eaa,510007712
John550,johnson551,Female,6696492780,Grace Covell Hall 2,GCH-0236B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c42d71b410fdd9af56e41,510007709
John551,johnson552,Male,2094538857,John Ballantyne Hall 1,JOB-0107B,,,,,,,,,,,,,John Ballantyne Hall 1,Session 1,Housing,697c42ada92865f97e4bbc16,510007707
John552,johnson553,Male,2093219342,John Ballantyne Hall 2,JOB-0227B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c4206a92865f97e4bbc08,510007706
John553,johnson554,Female,5106622777,Eiselen House 3,EIS-0302A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697c41e41b410fdd9af56e05,510007705
John554,johnson555,Male,3502188826,John Ballantyne Hall 3,JOB-0302B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,697c2ce11b410fdd9af568fb,510007702
John555,johnson556,Female,2092290576,Eiselen House 3,EIS-0301A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697c3ec81b410fdd9af56d87,510007701
John556,johnson557,Female,2096371636,Eiselen House 3,EIS-0301B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,697c3ec2a92865f97e4bbb7a,510007700
John557,johnson558,Male,2093215401,Wemyss Hall 3,WEM-0310A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,697c3e0b1b410fdd9af56d6c,510007699
John558,johnson559,Female,2098009760,Eiselen House 2,EIS-0218B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c3cf51b410fdd9af56d4a,510007697
John559,johnson560,Male,5109458486,John Ballantyne Hall 2,JOB-0227A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c3cc8a92865f97e4bbb38,510007695
John560,johnson561,Male,5102925976,John Ballantyne Hall 2,JOB-0225B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,663fb6bf0174a0bdcc31507d,510007693
John561,johnson562,Female,2092379019,Ritter House 2,RIT-0212A,,,,,,,,,,,,,Ritter House 2,Session 1,Housing,697c3a37a92865f97e4bbac6,510007691
John562,johnson563,Female,2096275931,Grace Covell Hall 1,GCH-0159A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,697c3a23a92865f97e4bba9e,510007690
John563,johnson564,Male,9844090511,Price House 3,PRH-0300A,,,,,,,,,,,,,Price House 3,Session 1,Housing,697c3a0c1b410fdd9af56cb9,510007689
John564,johnson565,Female,2093625580,Eiselen House 2,EIS-0203A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c39831b410fdd9af56c9f,510007688
John565,johnson566,Male,9253023475,John Ballantyne Hall 2,JOB-0224B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c37911b410fdd9af56be1,510007684
John566,johnson567,Male,4086149947,John Ballantyne Hall 2,JOB-0223A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c3793a92865f97e4bb9fa,510007682
John567,johnson568,Female,2092292517,Eiselen House 2,EIS-0214B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c3754a92865f97e4bb9d2,510007680
John568,johnson569,Female,2096238354,Grace Covell Hall 1,GCH-0191B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,697c35ed1b410fdd9af56b5e,510007677
John569,johnson570,Male,9252498335,John Ballantyne Hall 2,JOB-0224A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c34451b410fdd9af56ada,510007675
John570,johnson571,Female,3502271120,Grace Covell Hall 1,GCH-0199A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,697c2fba1b410fdd9af56988,510007673
John571,johnson572,Male,9257337576,Price House 3,PRH-0314A,,,,,,,,,,,,,Price House 3,Session 1,Housing,697c33bf1b410fdd9af56aa9,510007672
John572,johnson573,Male,2099369139,Farley House 3,FAR-0300A,,,,,,,,,,,,,Farley House 3,Session 1,Housing,697c31f7a92865f97e4bb7fb,510007669
John573,johnson574,Male,2094709464,John Ballantyne Hall 2,JOB-0223B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c3207a92865f97e4bb80c,510007668
John574,johnson575,Female,2096508912,Grace Covell Hall 1,GCH-0184A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,693f608a0e02fb6ada44a169,510007666
John575,johnson576,Male,6507887688,Price House 2,PRH-0200A,,,,,,,,,,,,,Price House 2,Session 1,Housing,697c308b1b410fdd9af569c6,510007662
John576,johnson577,Female,2097794172,Jessie Ballantyne Hall 2,JEB-0217A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,65f2f9bacf79897693dca533,510007661
John577,johnson578,Female,2094079090,Eiselen House 2,EIS-0217B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c2fbf1b410fdd9af5699d,510007660
John578,johnson579,Female,2094814603,Eiselen House 2,EIS-0217A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,663c672ae51022e0565a05bb,510007659
John579,johnson580,Female,4083091584,Eiselen House 2,EIS-0216A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c2c701b410fdd9af568c2,510007656
John580,johnson581,Female,9256602893,Eiselen House 2,EIS-0215A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c2e311b410fdd9af5692c,510007655
John581,johnson582,Male,2096370816,Grace Covell Hall 3,GCH-0335A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697c2c9c1b410fdd9af568db,510007653
John582,johnson583,Female,2098093809,Eiselen House 2,EIS-0201A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c2c55a92865f97e4bb608,510007651
John583,johnson584,Female,4083091584,Grace Covell Hall 1,GCH-0198B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,697c2c0fa92865f97e4bb5f0,510007650
John584,johnson585,Male,2092754914,John Ballantyne Hall 2,JOB-0208B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c2aefa92865f97e4bb5a6,510007649
John585,johnson586,Female,2092798055,Eiselen House 2,EIS-0213A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,675d0baa1575aa96704690ed,510007648
John586,johnson587,Male,2098847409,John Ballantyne Hall 2,JOB-0221B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c2a4ba92865f97e4bb58a,510007647
John587,johnson588,Female,3502290587,Grace Covell Hall 2,GCH-0207B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c28da1b410fdd9af567f4,510007644
John588,johnson589,Male,2092378069,John Ballantyne Hall 2,JOB-0219A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,663d8e243122c84e90921f94,510007641
John589,johnson590,Male,2016801853,John Ballantyne Hall 2,JOB-0217A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c2783a92865f97e4bb4ff,510007638
John590,johnson591,Male,2096214741,John Ballantyne Hall 2,JOB-0209A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c2783a92865f97e4bb4ee,510007637
John591,johnson592,Male,5105666402,Grace Covell Hall 3,GCH-0314A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697c272ca92865f97e4bb4d1,510007636
John592,johnson593,Female,2096070745,Jessie Ballantyne Hall 2,JEB-0213A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,697c2673a92865f97e4bb4b9,510007634
John593,johnson594,Male,2092219146,John Ballantyne Hall 2,JOB-0207A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c24811b410fdd9af565f4,510007628
John594,johnson595,Female,5105185044,Eiselen House 2,EIS-0214A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c23f31b410fdd9af565ca,510007627
John595,johnson596,Male,2094823708,Grace Covell Hall 3,GCH-0328A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697c20b0a92865f97e4bb31a,510007626
John596,johnson597,Female,2096968082,Eiselen House 2,EIS-0213B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,643741020675e974b58bd1d0,510007625
John597,johnson598,Male,4088785208,John Ballantyne Hall 2,JOB-0217B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c22471b410fdd9af5659a,510007624
John598,johnson599,Male,5087945552,John Ballantyne Hall 2,JOB-0208A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c22401b410fdd9af56586,510007623
John599,johnson600,Female,3502049464,Grace Covell Hall 2,GCH-0209B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c20eba92865f97e4bb34b,510007621
John600,johnson601,Male,2099694988,Wemyss Hall 2,WEM-0208B,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,697c2095a92865f97e4bb307,510007620
John601,johnson602,Male,2096407611,Wemyss Hall 1,WEM-0113B,,,,,,,,,,,,,Wemyss Hall 1,Session 1,Housing,697c1fa2a92865f97e4bb2d4,510007619
John602,johnson603,Female,2096665828,Grace Covell Hall 1,GCH-0184B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,697c1d8fa92865f97e4bb1d7,510007615
John603,johnson604,Male,2098346704,Grace Covell Hall 3,GCH-0302A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697c1bc61b410fdd9af563a5,510007613
John604,johnson605,Female,5108282309,Grace Covell Hall 1,GCH-0139B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,6634471d8d7875d880732fb5,510007612
John605,johnson606,Male,2098149305,John Ballantyne Hall 2,JOB-0207B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c19371b410fdd9af562e3,510007608
John606,johnson607,Female,2093003531,Jessie Ballantyne Hall 3,JEB-0309A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,675dcd924164b9da707b4289,510007607
John607,johnson608,Female,2096277469,Grace Covell Hall 2,GCH-0259B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c19a6a92865f97e4bb121,510007605
John608,johnson609,Male,2092376072,John Ballantyne Hall 2,JOB-0206A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,697c19891b410fdd9af5630b,510007604
John609,johnson610,Male,2093198118,Grace Covell Hall 3,GCH-0310A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697c18eba92865f97e4bb104,510007603
John610,johnson611,Male,4158169665,Wemyss Hall 3,WEM-0308A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,697c18d51b410fdd9af562c6,510007602
John611,johnson612,Male,2094536787,John Ballantyne Hall 3,JOB-0329A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,646296967d1d21da41b0ffd0,510007600
John612,johnson613,Female,4157260937,Eiselen House 2,EIS-0204B,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,697c170f1b410fdd9af5622d,510007599
John613,johnson614,Male,5103590605,Grace Covell Hall 3,GCH-0323B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,67fdbd60fc44e8341898fb4f,510007598
John614,johnson615,Female,8184452109,Grace Covell Hall 1,GCH-0139A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,697c168fa92865f97e4bb068,510007597
John615,johnson616,Male,2096987210,Wemyss Hall 1,WEM-0114B,,,,,,,,,,,,,Wemyss Hall 1,Session 1,Housing,697c1616a92865f97e4bb04f,510007596
John616,johnson617,Female,8184452109,Casa Werner 2,CWA-0201A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,663d70f33122c84e90921898,510007595
John617,johnson618,Male,2093628717,Grace Covell Hall 3,GCH-0382A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,697c14c1a92865f97e4bafef,510007594
John618,johnson619,Female,2096586611,Jessie Ballantyne Hall 3,JEB-0308C,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,65ab20ca4603f3c76e899714,510007593
John619,johnson620,Female,9256832991,Grace Covell Hall 2,GCH-0283A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c139da92865f97e4baf7e,510007589
John620,johnson621,Female,5105659553,Grace Covell Hall 2,GCH-0234A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c1108a92865f97e4bae3c,510007586
John621,johnson622,Female,5109542345,Grace Covell Hall 2,GCH-0205B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,697c10ac1b410fdd9af5608e,510007585
